model,rank,feature,shap_value,feature_value
XGBoost-biophysical,1,cdr3_W,0.752001941204071,0.0
XGBoost-biophysical,1,cdr3_W,1.1089857816696167,0.0
XGBoost-biophysical,1,cdr3_W,0.7737209796905518,0.0
XGBoost-biophysical,1,cdr3_W,1.3704338073730469,0.0
XGBoost-biophysical,1,cdr3_W,-1.3036704063415527,1.0
XGBoost-biophysical,1,cdr3_W,-2.6162049770355225,1.0
XGBoost-biophysical,1,cdr3_W,1.4092670679092407,0.0
XGBoost-biophysical,1,cdr3_W,-1.2559608221054075,1.0
XGBoost-biophysical,1,cdr3_W,-2.025763750076294,1.0
XGBoost-biophysical,1,cdr3_W,1.362770676612854,0.0
XGBoost-biophysical,1,cdr3_W,0.7535994648933411,0.0
XGBoost-biophysical,1,cdr3_W,0.9394278526306152,0.0
XGBoost-biophysical,1,cdr3_W,1.2892868518829346,0.0
XGBoost-biophysical,1,cdr3_W,1.2707616090774536,0.0
XGBoost-biophysical,1,cdr3_W,1.2893061637878418,0.0
XGBoost-biophysical,1,cdr3_W,1.244854211807251,0.0
XGBoost-biophysical,1,cdr3_W,-2.29797887802124,1.0
XGBoost-biophysical,1,cdr3_W,0.999323844909668,0.0
XGBoost-biophysical,1,cdr3_W,1.169834852218628,0.0
XGBoost-biophysical,1,cdr3_W,-1.817491888999939,1.0
XGBoost-biophysical,1,cdr3_W,1.169798731803894,0.0
XGBoost-biophysical,1,cdr3_W,-2.077116012573242,1.0
XGBoost-biophysical,1,cdr3_W,-1.83880615234375,1.0
XGBoost-biophysical,1,cdr3_W,-2.5845906734466553,1.0
XGBoost-biophysical,1,cdr3_W,0.8239229321479797,0.0
XGBoost-biophysical,1,cdr3_W,0.5199686884880066,0.0
XGBoost-biophysical,1,cdr3_W,-2.5370845794677734,1.0
XGBoost-biophysical,1,cdr3_W,1.252612829208374,0.0
XGBoost-biophysical,1,cdr3_W,1.1641987562179563,0.0
XGBoost-biophysical,1,cdr3_W,0.7130591869354248,0.0
XGBoost-biophysical,1,cdr3_W,0.7044363021850586,0.0
XGBoost-biophysical,1,cdr3_W,0.9516993165016174,0.0
XGBoost-biophysical,1,cdr3_W,0.9781281352043152,0.0
XGBoost-biophysical,1,cdr3_W,1.2080209255218506,0.0
XGBoost-biophysical,1,cdr3_W,-2.818905830383301,2.0
XGBoost-biophysical,1,cdr3_W,1.353764533996582,0.0
XGBoost-biophysical,1,cdr3_W,0.861581563949585,0.0
XGBoost-biophysical,1,cdr3_W,-2.256584405899048,1.0
XGBoost-biophysical,1,cdr3_W,1.1068120002746582,0.0
XGBoost-biophysical,1,cdr3_W,-1.6962196826934814,1.0
XGBoost-biophysical,1,cdr3_W,-3.007145643234253,2.0
XGBoost-biophysical,1,cdr3_W,1.3502463102340698,0.0
XGBoost-biophysical,1,cdr3_W,-0.9835680723190308,1.0
XGBoost-biophysical,1,cdr3_W,0.8131787776947021,0.0
XGBoost-biophysical,1,cdr3_W,1.0726633071899414,0.0
XGBoost-biophysical,1,cdr3_W,-1.9092671871185305,1.0
XGBoost-biophysical,1,cdr3_W,1.1214234828948977,0.0
XGBoost-biophysical,1,cdr3_W,-1.5812382698059082,1.0
XGBoost-biophysical,1,cdr3_W,-1.2364367246627808,1.0
XGBoost-biophysical,1,cdr3_W,1.0246466398239136,0.0
XGBoost-biophysical,1,cdr3_W,-2.5540974140167236,1.0
XGBoost-biophysical,1,cdr3_W,0.7851091623306274,0.0
XGBoost-biophysical,1,cdr3_W,-1.823639154434204,1.0
XGBoost-biophysical,1,cdr3_W,1.1654382944107056,0.0
XGBoost-biophysical,1,cdr3_W,-1.503514528274536,1.0
XGBoost-biophysical,1,cdr3_W,0.9708604216575624,0.0
XGBoost-biophysical,1,cdr3_W,1.2020474672317505,0.0
XGBoost-biophysical,1,cdr3_W,0.8966094255447388,0.0
XGBoost-biophysical,1,cdr3_W,1.1434236764907837,0.0
XGBoost-biophysical,1,cdr3_W,-3.214653730392456,2.0
XGBoost-biophysical,1,cdr3_W,-2.956847906112671,3.0
XGBoost-biophysical,1,cdr3_W,-2.1860663890838623,1.0
XGBoost-biophysical,1,cdr3_W,0.8700759410858154,0.0
XGBoost-biophysical,1,cdr3_W,-2.0861265659332275,1.0
XGBoost-biophysical,1,cdr3_W,1.0672032833099363,0.0
XGBoost-biophysical,1,cdr3_W,-2.7593088150024414,2.0
XGBoost-biophysical,1,cdr3_W,1.2680374383926392,0.0
XGBoost-biophysical,1,cdr3_W,0.8855050206184387,0.0
XGBoost-biophysical,1,cdr3_W,-2.522016763687134,2.0
XGBoost-biophysical,1,cdr3_W,1.1100103855133057,0.0
XGBoost-biophysical,1,cdr3_W,0.5496270656585693,0.0
XGBoost-biophysical,1,cdr3_W,1.0108811855316162,0.0
XGBoost-biophysical,1,cdr3_W,-2.1769816875457764,1.0
XGBoost-biophysical,1,cdr3_W,1.1436463594436646,0.0
XGBoost-biophysical,1,cdr3_W,0.8036986589431763,0.0
XGBoost-biophysical,1,cdr3_W,-2.951322078704834,2.0
XGBoost-biophysical,1,cdr3_W,1.1516880989074707,0.0
XGBoost-biophysical,1,cdr3_W,-2.124152660369873,1.0
XGBoost-biophysical,1,cdr3_W,0.8081993460655212,0.0
XGBoost-biophysical,1,cdr3_W,1.2004410028457642,0.0
XGBoost-biophysical,1,cdr3_W,1.0804523229599,0.0
XGBoost-biophysical,1,cdr3_W,0.9743222594261168,0.0
XGBoost-biophysical,1,cdr3_W,0.967873752117157,0.0
XGBoost-biophysical,1,cdr3_W,1.1469578742980957,0.0
XGBoost-biophysical,1,cdr3_W,1.227033615112305,0.0
XGBoost-biophysical,1,cdr3_W,0.7348103523254395,0.0
XGBoost-biophysical,1,cdr3_W,0.744014322757721,0.0
XGBoost-biophysical,1,cdr3_W,1.172108173370361,0.0
XGBoost-biophysical,1,cdr3_W,1.2853736877441406,0.0
XGBoost-biophysical,1,cdr3_W,0.5665051341056824,0.0
XGBoost-biophysical,1,cdr3_W,1.189182162284851,0.0
XGBoost-biophysical,1,cdr3_W,-1.4495595693588257,1.0
